id,date,type,feature_type,feature_subtype,description,lat,lon
502,2019-07-19T19:30:00Z,incident,near miss,vehicle turning left,"A speeding vehicle turned left from Admirals Rd onto Colville and went through a red light, almost striking me in the middle of the intersection. The sign had turned to Walk several seconds earlier.

This is one of several incidents that I have witnessed here. I have reported it to Victoria police and nothing was done.

If you stand at this corner for 15 min. or so during a workday you will likely see a similar incident. The cycle of lights is extremely long an motorists do not want to wait.",48.43734531492966,-123.4189723112252
503,2022-01-02T19:59:11Z,amenity,marked crosswalk,NA,A marked crosswalk is needed so folk can safely cross from the west side of Saanich Road to Tolmie Park,48.45827078993302,-123.3687767974602
504,2022-01-02T19:59:11Z,hazard-concern,crossing issue,other,"Far too many cyclists on Lochside neglect to obey the STOP sign, and do not trigger the orange flashing light",48.463371926583775,-123.36782966200974
505,2022-01-02T20:14:31Z,incident,near miss,vehicle turning head-on,"This is a crosswalk. I was almost hit by a truck speeding down Fernwood Road. I am wearing a baby carrier with an infant, and walking two dogs. A near miss or folks speeding through the crosswalk while i am crossing or about to cross happens to me every week. ",48.42867339607199,-123.34521731060603
506,2021-12-18T19:55:00Z,incident,near miss,vehicle turning head-on,"Speeding black truck ran a light and very very nearly hit a young family with a small child crossing the road during the pedestrian light. The truck was going fast, did not slow down and the driver gave them the finger as they jumped out of the way.",48.4293708609124,-123.3616885976409
507,2021-12-30T15:41:00Z,hazard-concern,crossing issue,drivers don't stop or yield to pedestrians,This crosswalk is subject to people using Fernwood as a short cut who speed up to make the light at the end of the next block. Children and parents use it during the school year / for daycares and lots of dogwalkers in the morning and pm. Very dangerous at night. Many near misses and drivers not noticing or ignoring the crossing.,48.42866228874451,-123.34531179408211
508,2021-12-31T07:15:00Z,incident,near miss,vehicle turning head-on,"I am a runner. I stopped at a 4-way stop. So did a vehicle. They had the right of way, but stopped for me to cross. As I started to cross, they accelerated in the vehicle, forcing me to stop in the middle of the street to avoid contact. It was not a close call, but it was a near miss in a sense.",36.050436512421506,-115.12739989705246
509,2016-12-02T03:10:00Z,incident,near miss,vehicle turning right,"Vehicle exiting from Esso, turning left - near miss with cyclist.",48.46867996270422,-123.33308106219619
510,2021-12-01T20:56:00Z,incident,near miss,vehicle turning right,At around 8:15 a.m. I almost got hit by a City of Victoria worker driving his van as I was crossing on my walk sign. He was traveling east on Humboldt and was looking in his driver-side mirror while turning right onto Douglas Street and had to brake quickly when he looked up and saw me.,48.422183372135386,-123.36605549335717
511,2022-01-02T21:48:15Z,incident,near miss,vehicle turning right,I was a cyclist coming up the bike lane on Foul Bay when a car suddenly moved into the bike lane to get to the right turn lane just before the turn lane started. They did not look or see me on my bike. I hit breaks so hard the driver heard them in their car. I nearly missed colliding into their rear bumper. Driver did open window and apologized. I’m sure this was not the first time this has happened here.,48.446725577104516,-123.32189256869393
512,2022-01-02T21:45:16Z,amenity,traffic or pedestrian signal,NA,Test,49.21892899875248,-123.61436715552817
513,2021-09-03T20:33:00Z,incident,near miss,vehicle turning right,"A vehicle proceeded to turn right at the intersection from McKenzie on to Shelbourne while I was approaching from behind on McKenzie on a bicycle.  A collision was avoided when I yelled loudly.

The bike lane there forces riders into a dangerous path.  I no longer position myself in the bike lane, instead preferring to take a more leftward position on the road.",48.46857886991627,-123.3328427855437
514,2022-01-03T01:57:39Z,hazard-concern,crossing issue,conflict with vehicles turning left,"Vehicles turning left from Jacklin, north onto Goldstream do not yield. ",48.45053364971899,-123.50570147445336
515,2022-01-02T23:00:00Z,hazard-concern,crossing issue,signal - needs an audible,"Crosswalk at Kipling and Fairfield woefully inadequate.  This is a high traffic area with a playground, sports fields, a school and community centre. Cars speed through this section of Fairfield Rd.  There are two bus stops which obscure views of the crosswalk by cars and pedestrians. 
",48.41386236194017,-123.34555231963891
516,2022-01-02T18:00:31Z,hazard-concern,crossing issue,drivers don't stop or yield to pedestrians,People run this pedestrian/cycling heavy intersection at high speeds CONSTANTLY. ,49.233019574876046,-123.09721030651174
517,2021-12-22T17:02:00Z,hazard-concern,crossing issue,drivers don't stop or yield to pedestrians,"Drivers turn left from Goldstream onto Jacklin well past their advance turn light, often barely missing pedestrians in the cross walk. Drivers turning right from Jacklin onto Goldstream often fail to check the cross walk before making their turn on a red. The bike lane on Jacklin heading towards Goldstream also just randomly becomes the right turn lane which often causes drivers to cut cyclists off without warning",48.45055761393951,-123.50557546851195
518,2021-12-30T19:15:00Z,hazard-concern,crossing issue,poor visibility of pedestrians,"Cross walks across Goldstream before and after the roundabout are dark and so crowded with trees, plants and posts that drivers cannot pedestrians standing there waiting to cross. A lot of pedestrians don’t press the button before they cross, so the crossing does not light up ",48.44839052914362,-123.49788384841783
519,2022-01-03T02:30:00Z,hazard-concern,side walk infrastructure issue,other,The entirety of walfred road consists of either no sidewalk or segments of sidewalk that randomly alternate from one side to the other without any designated crossing area. It is extremely treacherous for anyone with mobility issues that needs to cross,48.4287620771575,-123.52342839906656
520,2022-01-03T16:39:21Z,hazard-concern,safety/comfort concern,vehicles - speed makes uncomfortable,Habitual speeding (50-60 km/hr) and disregard for pedestrians is common on Fernwood Road in this location. Traffic moving southbound attempt to make green light at Pandora by accelerating just before the crosswalk at Grant. Conflict between drivers and pedestrians a daily occurrence. ,48.42861781104523,-123.3452242520453
521,2021-12-20T22:15:00Z,incident,near miss,vehicle turning left,"Jogging Westbound on Esquimalt Road and had ""walking man"" symbol on intersection with Springfield St. There was a minivan turning off Esq road (eastbound) and onto Springfield St. He was in the turning lane and was confident he saw and was waiting for me to cross. As I was part way into the crosswalk, he hit the gas hard and drove right towards me, coming within a few feet. I kind of sprinted to get out of his way to avoid being hit. He also cut off a car heading westbound on Esq road.",48.430529633345316,-123.38778110114893
522,2021-12-14T22:20:00Z,incident,near miss,vehicle turning right on red,"I was supporting two clients with disabilities to safely cross the road at Blanshard and Ravine way. We had the walk sign, as I began to enter the crosswalk (ahead of my clients) I noticed that a Foster Heating and Cooling vehicle on Ravine was turning right rolling through a red into the crosswalk and almost hit me-I jumped back and when I gestured at the driver he drove through the cross walk and gave me a wave. ",48.45729233602219,-123.37640034792156
523,2019-10-30T16:27:00Z,hazard-concern,safety/comfort concern,vehicles - speed makes uncomfortable,Cars come speeding down Maplewood Rd and don't have enough time to stop at the one cross walk here. I have almost been hit in the crosswalk twice.,48.45567936722145,-123.3509890813105
524,2020-06-04T04:27:00Z,incident,near miss,vehicle from behind,Driver of a van overtook another car crossing the line speeding and went up on the side where my son and I were walking.  We were almost hit. Was dark out and van was speeding too fast to get license plate number.,48.456087529307034,-123.35094743011268
525,2019-01-03T17:27:44Z,amenity,marked crosswalk,NA,The sidewalk end abruptly here and then continues on the other side of the street.  This area is full of people walking and hiking between two parks (Camrose and Cedar Hill Golf Course).  There is no crosswalk here to get to the other side and it is a blind corner with motorists speeding well beyond the speed limit.,48.45459071663947,-123.35080408944373
526,2020-01-02T17:27:00Z,hazard-concern,safety/comfort concern,vehicles - speed makes uncomfortable,"Cars/trucks use this straight stretch of road to speed (excessive) in the early mornings and in the evenings.  There are many people out walking since this is one of the main access points to get to Cedar Hill Golf Course. The sidewalk is tiny and there are no curbs. Vehicles, mostly trucks are speeding at a rate that you can't even get a license plate number.  It is a huge hazard to those walking in the neighborhood.",48.4568281737842,-123.35091150424644
527,2022-01-03T17:27:44Z,amenity,marked crosswalk,NA,Getting across the street to the sidewalk on Tattersall Rd involves racing across this section of road at a blind corner at the bottom of a hill.,48.45810707794699,-123.35384315011893
528,2021-06-01T16:27:00Z,hazard-concern,weather related or seasonal,other,"The culvert outside of 3400 Maplewood is let go in the summer and grows to be an obstruction (weeds, growth too tall) height to tall) to seeing dogs/people walking or cars approaching down Maplewood when driving down Derby road from Salsbury Way..",48.45554016193378,-123.35094092255888
529,2022-01-02T17:00:00Z,hazard-concern,crossing issue,drivers don't stop or yield to pedestrians,"Vehicles driving north on Dominion turning east on Craigflower often look west at the stop sign to assess when they can make the turn and don't fully stop if there is a break in traffic.  Pedestrians crossing at this point (esp those moving east to west) often have near-misses and anyone who walks this route knows to stop at the junction and wait until the car has fully stopped and made eye contact...until then, it's entirely possible they'll do a rolling stop and not consider you.",48.439431524755754,-123.39304789346929
530,2022-01-02T07:23:43Z,hazard-concern,crossing issue,other,There are no sidewalk curb ramps at any of the ramps that link Oak St with SW Marine Dr. ,49.2054387954674,-123.12862779004341
531,2019-12-08T20:40:00Z,incident,near miss,vehicle turning left,"As I was walking eastbound beside Bastion St., on the crosswalk crossing Commercial St., with a ""WALK"" signal, a red pickup truck westbound on Bastion St. turned left onto Commercial St., right in front of me.  The truck came within 5 feet of me, as I waved and shouted at the driver. He did not stop or slow down, as he gestured back at me.",49.16652382650904,-123.93694768746961
532,2020-02-18T21:00:00Z,incident,near miss,vehicle turning left,"While crossing northbound along Prideaux St. on a WALK signal, across Comox Rd., a small black sedan travelling southbound along Prideaux St. at high speed, turned left in front of me, missing me by about 3 feet.  That car would have hit me if I had not jumped back.  I cursed at the young male driver, who gave me the finger as he continued at high speed eastbound on Comox Rd.",49.17032448677928,-123.94543664299202
533,2022-01-03T21:07:31Z,hazard-concern,safety/comfort concern,vehicles - speed makes uncomfortable,"No sidewalk, fast cars",48.41481574930912,-123.52767235912007
534,2019-11-15T22:00:00Z,incident,near miss,vehicle turning right,"Walking westbound along Fitzwilliam St., across Wallace street, on crosswalk with WALK signal.  Another pedestrian was also walking in the same direction across the crosswalk, 15 feet in front of me.  Pickup truck travelling eastbound along Fitzwilliam St. turned right onto Wallace St. crossing the crosswalk between me and the pedestrian in front of me.  Driver weaved between us, narrowly hitting both of us.  I waved and shouted at the driver, who did not look at me. ",49.165835089592285,-123.9399403223105
535,2022-01-04T00:50:33Z,amenity,sidewalk,NA,Sidewalk needed on the residential side of the street! Sidewalk on the industrial side is  not accessible for anyone in a wheelchair.,48.43568107272184,-123.40175036005841
536,2022-01-04T00:50:33Z,hazard-concern,side walk infrastructure issue,"obstruction - pole (hydro, telephone)",Sidewalk has poles and mailboxes and industrial traffic blocking it. Not accessible for anyone in a wheelchair. Need a sidewalk on the residential side.,48.43582482372937,-123.40114248369993
537,2022-01-02T01:17:00Z,hazard-concern,weather related or seasonal,"puddles, flooding, splash zone","There are no storm drains in this area. At this point next to Sherret Plumbing after a heavy rain, a giant puddle forms, often crossing the whole road. The pavement in the whole area is poorly maintained, frequent potholes, no sidewalks. ",48.76247253012743,-123.68871014033307
538,2022-01-04T01:43:16Z,incident,near miss,vehicle turning right,"I hand the walk sign as this happened twice to different  day but both in the day light, a car was turning right from Ceader Hill on to Hillside Ave.  Then the other one same location but the car was coming from the side of the rd turning left on to Hillside Ave. ",48.44130630701865,-123.34431005603194
539,2022-01-04T01:50:55Z,hazard-concern,weather related or seasonal,ice,Chemainus Road is very icy.,48.92530448369983,-123.72752042121488
540,2022-01-04T01:43:16Z,incident,near miss,vehicle turning left,"I walking  home from work and it was in the evening just getting dark out, the walk signal  said to walk. There were others walking, cyclist besides myself,  and a cream colored car ran a red at Bay St @ Cook St. As the car turned  left  off of Bay St on to Cook. ",48.434990597548556,-123.35217153047418
541,2022-01-01T01:01:00Z,hazard-concern,crossing issue,poor visibility of pedestrians,I have almost run over a few times at this cross walk. ,48.42300536906354,-123.3657790546849
542,2022-01-04T03:56:28Z,hazard-concern,weather related or seasonal,ice,VGH parking lot very icy,48.46620994521412,-123.43069290417925
543,2022-01-04T03:58:02Z,hazard-concern,crossing issue,poor visibility of pedestrians,Near misses every day. Scarey crossing.,48.44049512525289,-123.42949221440144
555,2021-09-18T23:18:00Z,incident,near miss,vehicle turning head-on,"A car did not stop at the stop sign line and kept going hoping to turn until I had my hands on the car hood. No injuries for me, just a big scare. The car did not even stop or apologize. ",48.41207029222265,-123.34325594500437
567,2022-01-04T04:45:42Z,hazard-concern,weather related or seasonal,ice,"Black ice on parking lot and various spots on sidewalk due to water from melting snow piles, watch for slipping hazard",49.17140249902638,-123.94068400174105
568,2022-01-01T21:04:00Z,hazard-concern,safety/comfort concern,other,sinkhole on the north side of the intersection just in front of the cross walk - not ideal for turning bicycles and cars often move over to avoid depression in the tarmac,48.417169388014116,-123.36882407938745
569,2022-01-04T05:21:50Z,hazard-concern,side walk infrastructure issue,too narrrow,"There are no sidewalks at all for most of the street, but this bend is very blind and very narrow, you have to walk in the street. The speed limit is 25 but everyone ignores it. Very dangerous. ",33.34152112332507,-117.24444838878384
570,2022-01-04T05:34:04Z,hazard-concern,weather related or seasonal,ice,Black ice,49.170177181392,-123.94058188131578
571,2021-12-16T00:40:00Z,incident,near miss,vehicle turning left,"I was crossing the crosswalk on my turn across cedar hill X rd at about 4:40 in the afternoon it was starting to get dark, I was about halfway through the crosswalk when a white suv cut ahead of me. They were so close I started to panic and ran to the corner. A women yelled out from her car saying she saw everything and asked if I was okay, but it was scary and he was gone. ",48.46688292898563,-123.34964032460333
572,2022-01-04T05:42:56Z,hazard-concern,crossing issue,poor visibility of pedestrians,"These crosswalks on the east and west side of the roundabout are ridiculous. It looks great, until you think about the amount of concentration required by to successfully navigate the roundabout, contending with blinking lights, the fountain, the shrubs, navigating the roundabout, the bus bay by Starbucks, pedestrians and the different entrances and exits.",48.44870093669241,-123.49870162672477
573,2021-12-10T23:55:00Z,hazard-concern,crossing issue,crosswalk needed,"In the weekday mornings and afternoons, this intersection is the Wild West of pedestrians. Employees of Victoria Shipyards completely disregard the designated crosswalk and freely walk wherever they want in the intersection during peak traffic periods, especially in the afternoon.",48.437256845390095,-123.41911483578788
574,2021-12-21T15:30:00Z,hazard-concern,crossing issue,crosswalk needed,The community mailboxes are on Meadowbrook road. The sidewalk on Prospect Lake Road is on far side of road. The crossing is at bottom of hill. It is a 30 zone but many commuters still drive 50+. ,48.51954511301673,-123.4421370598562
575,2022-01-04T00:24:00Z,hazard-concern,safety/comfort concern,other,Large pothole,48.421792118364515,-123.38399977100303
576,2021-09-01T11:00:00Z,hazard-concern,safety/comfort concern,other,crimp in curb eliminates bicycle lane -- newly constructed,45.39871349831237,-75.74588292661691
577,2021-12-20T21:01:00Z,incident,near miss,vehicle turning left,I was crossing on the walk light across TransCanada Highway when a vehicle ran the red light turning left from south Trunk to TCH.  There were two other pedestrians walking beside me when cars started honking from all sides. I looked up and saw a vehicle come to a dead stop beside me and the two other people. It stopped. It did not hit anyone. I did not get a plate number. ,48.776788817368285,-123.69898912267121
578,2015-07-20T13:10:00Z,incident,near miss,vehicle from behind,"Overtaken on a 2 lane paved 80km speed limit highway with 1 foot of paved shoulder. Speed, noise, threat from single axle older dump truck, oncoming traffic caused me to leave the road and end up in the ditch. Did not fall.

Truck passed with one foot IF I had stayed on the road. Conclusion: take the lane, do NOT ride on paved narrow shoulders.

Entering this mainly to test function and ease of use of walkrollmap site. A++",45.677560889413094,-62.752102195786655
579,2022-01-03T23:30:00Z,incident,near miss,vehicle turning head-on,"After entering a marked crosswalk, a car in the far lane was speeding down Cordova Bay Road probably 20k over the 40km zone, I had to jump back into the other lane.  The car was about 200m back when I first entered the crosswalk with plenty of time to stop and no other cars were around at that time.  He did not slow down and sped through.",48.51974298066544,-123.36713545590885
580,2021-12-15T01:00:00Z,hazard-concern,safety/comfort concern,other users - bicycle,Vehicles turn right across bike lane without a shoulder check.,48.44822686995795,-123.3416249851816
581,2022-01-04T19:35:09Z,hazard-concern,crossing issue,drivers don't stop or yield to pedestrians,"Drivers regularly drive through the crosswalk on Oak Bay Avenue and Hampshire. After working in Oak Bay for 7 years I have personally almost been hit dozens of times, and watch almost weekly of drivers not paying attention and almost hitting of pedestrians.",48.4264960991816,-123.31596716764263
582,2022-01-05T01:20:00Z,amenity,other,NA,"There are a number of problems on Harriet Road between Burnside and Obed. There is no sidewalk on this Major Road. At Harriet and Maddock accidents from high speed,  blind hill, and vehicles crossing Harriet illegally through diverter on Maddock East.  A streetscaping plan was created and approved by Saanich Council.",48.44804362293778,-123.38610754240263
583,2022-01-03T18:04:00Z,hazard-concern,crossing issue,conflict with vehicles turning right,"Drivers treat this left turn lane like an ""on ramp"" to Blanchard off Finlayson and keep their eyes left instead of watching to see if anyone is crossing. I have been nearly hit here a few times.  ",48.445746964024444,-123.36626112234971
584,2022-01-05T21:08:00Z,hazard-concern,safety/comfort concern,vehicles - speed makes uncomfortable,"A children's playground - Law Courts  and a school - Cathedral and day care - assume YMCA, use this space along Quadra. I sense but don't know how many of the vehicles going both directions on Quadra exceed the 40 kph. From time to time I have observed the speed reader flashing as vehicles exceed the 50 Kph. ",48.422066981601965,-123.36022103890609
585,2022-01-05T21:08:39Z,hazard-concern,safety/comfort concern,other,"Two marked cross walks exist at Quadra and Burdett. One , the southern one is new and had pedestrian activated crossing lights and audio message...  The northern one is not new and despite being at the same intersection has no pedestrian activated lights. I see this as confusing as vehicles coming up Quadra may assume the way is clear when someone is actually using the non lighted one. And, routine users may assume when the lights are not flashing that the way is clear when going southbound?? ",48.42179030167972,-123.36030644424793
586,2022-01-03T21:51:00Z,hazard-concern,crossing issue,drivers don't stop or yield to pedestrians,"Most drivers ignore the stop sign and vehicles routinely block traffic in the intersection leading to unsafe vehicle maneuvers. 

Video of a particularly bad incident can be seen here: https://drive.google.com/file/d/1y_6h7hkbOc889H966JiKv9llkGW47xS0/view?usp=sharing

On average, I've counted 34 vehicles ignore the stop sign in a 30 minute period during non-peak hours.",48.467759694859815,-123.33247670449373
587,2022-01-05T17:05:00Z,incident,near miss,vehicle turning head-on,"A Maximum Express courier van crossed Shelbourne heading eastbound on Garnet. A pedestrian using a walker was about the enter the lane as the vehicle cut in front of them.

The courier did not stop or react in any way.",48.46775054238583,-123.33256791991805
588,2022-01-04T13:50:00Z,amenity,sidewalk,NA,"When the McClure Vancouver St plaza was installed a walkway was omitted. Now, there is a sometime muddy path beaten across the grass boulevard by the 6 bicycle lock ups. Again... this has been observed since the plaza was installed so no specific time but i noticed again yesterday.",48.42042103635545,-123.35764562452648
589,2022-01-06T00:50:00Z,hazard-concern,crossing issue,drivers don't stop or yield to pedestrians,Drivers going east and west on Fisgard can see the countdown on the pedestrian walk lights at the upcoming intersections from quite a long distance. So instead of slowing down and stopping for pedestrians at the marked mid-block crosswalk they often speed up and fail to yield to pedestrians to try to make the light. ,48.42942962923395,-123.36327010321092
590,2022-01-06T16:30:38Z,hazard-concern,crossing issue,signal - pedestrian interval too short,"This is a very wide intersection. Vehicles turn left and right during the pedestrian walk light. If I have any impediment at all, such as slush/ice or if I'm carrying groceries, I cannot cross in the time allotted. ",48.430991511760105,-123.36163738169498
591,2022-01-07T02:14:10Z,hazard-concern,side walk infrastructure issue,other,"Snow piled up, walkways not cleared, had to walk far too close to speeding traffic. Thrifty foods area was especially bad!",48.4437117228127,-123.4697549296354
598,2022-01-06T18:00:00Z,hazard-concern,side walk infrastructure issue,other,"snow not cleared VERY difficult for anyone but mostly people in Wheel Chairs and or walkers, this piece of side walk just Does not get cleared after any snow fall, Jimmy Pattison owns this building. he needs to deal with this",48.44311332164682,-123.36042030532492
599,2022-01-07T20:55:51Z,hazard-concern,safety/comfort concern,other,"2 huge potholes, dangerous to both cars and bikes",48.42190103323418,-123.37434653527905
600,2022-01-07T22:11:02Z,amenity,marked crosswalk,NA,High use intersection by all of the students in nearby schools as well as the Royal Roads park users.,48.42188687040504,-123.4870596917491
601,2021-12-01T16:53:00Z,incident,near miss,vehicle turning head-on,"Attempting to cross in a marked cross walk with the beeping cross walk signage, and several cars also trying to turn left directly into the cross walk. This is a regular occurrence.",48.45653957064598,-123.37738663745418
602,2022-01-08T23:39:00Z,incident,near miss,vehicle from behind,"Car deliberately drove extremely close to me (maybe 2 inches from my handlebars). I caught up with the car and the driver then told me he did it on purpose because ""I should ride on the bike path"". As a side note, this happened on the corner BEFORE the bike path starts.",48.415390211911124,-123.38407960753139
603,2022-01-09T17:04:12Z,amenity,traffic or pedestrian signal,NA,This is where the bike path starts when going west. Bikes are riding on Dallas road and need to cross the road to enter the bike path. Two lines of traffic need to be crossed in a road turn. Something is missing to slow down traffic and find a safe way for cyclists to cross the road. Several times drivers yielded at me because they didn't understand what I was doing. Some even accelerated to give me a lesson...,48.405890986597626,-123.34976969849816
604,2022-01-07T19:13:00Z,incident,near miss,vehicle turning right on red,"Vehicles merging right onto burnside race ahead, looking right and do not watch for pedestrians at crosswalk to the controlled lights crossing on burnside . The shrubs have grown along the sidewalk ( bank) and pedestrians can’t see what is coming. Also think crosswalk is awkwardly painted at the ramp.
It’s awkward all told and I’ve been nearly hit many many times by cars watching traffic on burnside and not shoulder checking before they begin their merge. ",48.45576978780891,-123.39420371800107
605,2022-01-10T00:00:00Z,hazard-concern,side walk infrastructure issue,"obstruction - uneven sidewalk (eg. roots, holes, cracks)",Test,48.42730721101509,-123.35584453569665
606,2022-01-02T02:51:00Z,hazard-concern,side walk infrastructure issue,"obstruction - uneven sidewalk (eg. roots, holes, cracks)","Raised abutment next to sidewalk causing tripping and obstruction for wheelchairs, carts and mobility scooters to get over.",48.4326479339594,-123.36118731553641
607,2022-01-02T02:51:00Z,hazard-concern,side walk infrastructure issue,"obstruction - uneven sidewalk (eg. roots, holes, cracks)","Raised abutment next to sidewalk causing tripping and obstruction for wheelchairs, carts and mobility scooters to get over.",48.4326479339594,-123.36118731553641
608,2022-01-09T22:42:00Z,hazard-concern,crossing issue,drivers don't stop or yield to pedestrians,Many cars go through the flashing yellow light. Don't even see pedestrians.,48.44633750995638,-123.48738671399407
609,2022-01-11T22:55:00Z,incident,near miss,vehicle turning head-on,"Me: riding on my e-cargo bike along Haultain, heading west. I dismounted to cross Foul Bay at the pedestrian crossing, with the flashy lights.
Driver: waiting at the stop sign on Haultain, to  cross Foul Bay heading east. 
As I crossed Haultain to continue riding west, I walked in front of the driver's car and she almost drove into me just before I cleared her vehicle.
",48.4364339811281,-123.32246632907341
610,2022-01-12T21:18:00Z,amenity,marked crosswalk,NA,"Pemberton has only one side walk that ends at the T intersection with Rockland. This crossing lacks any sort of marking and can be difficult to cross because of limited visibility. Because it's an unmarked crossing, driver's are not patient or courteous and do not expect people to cross here. The speed limit is 30km/h, but drivers often drive faster than this.",48.41996451046048,-123.33978046418015
611,2022-01-12T18:14:00Z,amenity,marked crosswalk,NA,"Traffic speeds along Dallas road are often uncomfortably fast for anyone outside of a vehicle. There is a great ramp at the end of St. Charles that provides pedestrian access to the coast, which is heavily used. Without a safe and prioritized crossing at this location, it can be challenging to cross as a pedestrian, given the high speed and volume of traffic. ",48.41022754871666,-123.33710326647606
612,2022-01-12T17:30:00Z,hazard-concern,crossing issue,other,"The crossing is sloped and wide. You cross two roads and watch for cars turning into and out of Belmont. The slope of the crossing makes it very difficult for people with mobility issues. The steep angle of the road is very intimidating - cars roll down the steep hill towards you.

Drivers exiting Balmoral on to Fort will often block the sidewalk and bike lane.

When it snows or gets icy, people fall here often, which is quite scary because you fall on a slope down to an extremely busy roadway.",48.42599377441397,-123.33808558773386
613,2022-01-13T18:36:04Z,amenity,other,NA,The bus stop is located on a very busy section of side walk and has no room for waiting passengers. The side walk here is already too narrow for people walking as it is. When people are waiting for the bus it forces pedestrians to walk in the bike lane. It's overall a very congested and uncomfortable area to walk and is very uncomfortable for the people waiting for the bus.,48.42590834016326,-123.338292117828
614,2022-01-12T18:14:00Z,hazard-concern,side walk infrastructure issue,slope issues (eg. driveways),"This crossing is challenging. The sidewalk is sloped toward a very busy road, which is most concerning when conditions are wet and slippery. The right turn slip lane for east-bound Fort St traffic allows people to turn onto Belmont without slowing down. Traffic exiting Belmont must stop on a steep slope, making crossing very uncomfortable. Traffic at the Fort St junction is often backed up, leading vehicles exiting Belmont to block the sidewalk and bike lane.",48.425963159758794,-123.33814838133725
615,2022-01-10T18:14:00Z,hazard-concern,safety/comfort concern,vehicles - speed makes uncomfortable,"Accessing the bike path from Dallas Rd in the west-bound direction is very challenging. Design of Dallas road (wide straight lanes) encourages fast driving. As a cyclist, it is necessary to take the lane at the blind corner on Dallas, to safely make the left to the path entrance. The volume and speed of traffic can make it difficult to find an opening to make the turn. This frequently elicits aggressive behaviour from people driving behind me, who may not understand what I’m trying to do.",48.405941934001305,-123.34957976997565
616,2022-01-13T23:24:48Z,hazard-concern,safety/comfort concern,personal safety - inaequate lighting,"No street light in area, many pedestrians at night. ",48.47816204356581,-123.33182309710337
617,2022-01-13T23:00:00Z,incident,near miss,vehicle turning head-on,"Car travelling south on Richmond stopped at Townley to wave children through the crosswalk (even though intersection is pedestrian controlled with flashing green/yellow/red light. Cars continued to head north on Richmond nearly hitting children who were confused and crossing against the light. This happens every day at 3:00. Intersection needs to be upgraded to full 4-way traffic light, or downgraded to pedestrian controlled crosswalk with flashing white lights.",48.44043123520762,-123.32774306022654
618,2022-01-05T00:39:00Z,incident,near miss,vehicle turning right,"Traffic turning right from Fort Street onto Oak Bay Ave presents a danger to pedestrians crossing Oak Bay on the southside of Fort St. I have nearly been hit and have observed others nearly get hit crossing here countless times, despite having priority. The large radius of the corner allows cars to make the right turn at dangerous speeds. Also, people making the right turn on red will often turn without looking for pedestrians, since they tend to be more focused on oncoming traffic from Pandora.",48.42651020914785,-123.33681773179902
619,2021-10-12T23:39:00Z,incident,near miss,vehicle turning head-on,"I was nearly hit by a vehicle speeding west on Fort St to run a red light while I was crossing with the pedestrian signal east on Pandora. If I had stepped off the curb a split second earlier, I doubt I would still be alive today. It was a frightening experience.",48.42649376403787,-123.3370789010106
620,2022-01-14T01:05:00Z,incident,near miss,vehicle turning head-on,"car did not stop at stop sign, only stopped when they saw me crossing on the bike lane with right of way.",48.45079170508979,-123.37566485787814
621,2022-01-14T01:15:00Z,incident,near miss,vehicle turning head-on,The car driving north on Braefoot Road did not stop at the stop sign and almost struck me while I was riding east on the Blenkinsop Greenway bike path.,48.477585606622995,-123.34719706023614
622,2022-01-14T02:05:43Z,hazard-concern,weather related or seasonal,snow,"Braefoot Park is a Saanich Park yet the sidewalk on McKenzie Avenue adjacent to the property was not cleared of snow throughout Dec 24-January 4. Interestingly, the parking lot was completely clear, plowed, and salted.",48.47203380617317,-123.34809074406414
623,2022-01-14T04:54:56Z,amenity,stop sign,NA,"A stop sign for the cars entering Dallas road from clover point would help pedestrian and cyclists safety. Better crosswalk painting would also help alert cars to the presence of pedestrians and cyclists.
A yield sign would be useful for the cars entering the clover point parking.",48.405747542234614,-123.34961775447826
624,2022-01-14T14:25:00Z,incident,near miss,vehicle turning head-on,"Sedan speeding at least double the limit down the street, dark out. Had to jump back off the road but was missed by a couple of inches, they didn’t even see me",48.428664613125136,-123.3452287542072
625,2021-12-29T19:40:00Z,incident,near miss,vehicle turning left,"I was walking across Cook with a green light and a lady was coming the opposite way on Rockland to turn left onto Cook. Fortunately I  saw her and thought she would stop but I slowed down anyway. She did not stop! I am a senior but spritely.
I always take great care when crossing the road and do not use my cell phone. This is not the first incident where drivers don't stop.
The date might not be correct but I was heading to the library downtown. .",48.42212899750952,-123.35448138260124
626,2021-11-05T14:26:00Z,incident,near miss,vehicle turning right on red,Bus nearly hitting me at 7:30 in the morning in November when it was turning right on a red light,48.432235435862815,-123.3223604700881
627,2022-01-12T01:20:00Z,incident,near miss,vehicle turning head-on,"Car turning left from Cook St (heading north). It didn’t see me crossing so it was just driving at the same speed and only realized I was there by half a meter. Street lights there are burnt I think, it was really dark.",48.42292943472818,-123.35427460507421
628,2022-01-18T15:35:00Z,hazard-concern,crossing issue,drivers don't stop or yield to pedestrians,"Speeding here is rampant! Very sketchy crossing in the early morning or at dusk or pm. Many commuters short-cutting and race the light, not paying attention. Kids use crossing every weekday.",48.42866129377105,-123.34525626741875
629,2022-01-14T01:13:00Z,hazard-concern,safety/comfort concern,vehicles - speed makes uncomfortable,This is a marked 30km zone but most vehicles don't follow this.  ,48.45240244938979,-123.36446105639048
